concept id	representation id	en	kanji	kana
FMA79979	BP5613	sternocostal part of right pectoralis major	sternocostal part of right pectoralis major	sternocostal part of right pectoralis major
FMA79980	BP8323	sternocostal part of left pectoralis major	sternocostal part of left pectoralis major	sternocostal part of left pectoralis major
FMA81150	BP5686	lobule of cerebral hemisphere	lobule of cerebral hemisphere	lobule of cerebral hemisphere
FMA81752	BP4731	right cervical rotator	right cervical rotator	right cervical rotator
FMA81753	BP9111	left cervical rotator	left cervical rotator	left cervical rotator
FMA82472	BP7772	cardinal organ part	cardinal organ part	cardinal organ part
FMA82478	BP8669	lobular organ component	lobular organ component	lobular organ component
FMA82481	BP6489	organ chamber	organ chamber	organ chamber
FMA82485	BP8062	organ component layer	板;層	ばん:いた;そう
FMA82494	BP8729	lobular segment	lobular segment	lobular segment
FMA82500	BP8061	membranous layer	membranous layer	membranous layer
FMA82594	BP6018	segment of subclavian artery	segment of subclavian artery	segment of subclavian artery
FMA82695	BP8922	trunk of right portal vein	trunk of right portal vein	trunk of right portal vein
FMA82697	BP9233	trunk of left portal vein	trunk of left portal vein	trunk of left portal vein
FMA82706	BP5784	caudate lobe branch of right portal vein	caudate lobe branch of right portal vein	caudate lobe branch of right portal vein
FMA82734	BP5721	right long ciliary nerve	right long ciliary nerve	right long ciliary nerve
FMA82735	BP5722	left long ciliary nerve	left long ciliary nerve	left long ciliary nerve
FMA83115	BP9173	cell part cluster	cell part cluster	cell part cluster
FMA83143	BP9172	cell part cluster of neuraxis	cell part cluster of neuraxis	cell part cluster of neuraxis
FMA83153	BP6494	organ component of neuraxis	organ component of neuraxis	organ component of neuraxis
FMA83465	BP6555	segment of white matter of neuraxis	segment of white matter of neuraxis	segment of white matter of neuraxis
FMA83563	BP8555	subdivision of muscle layer	subdivision of muscle layer	subdivision of muscle layer
FMA83686	BP9169	nucleus of neuraxis	nucleus of neuraxis	nucleus of neuraxis
FMA83738	BP6668	subarachnoid incisure	subarachnoid incisure	subarachnoid incisure
FMA83740	BP6669	interpeduncular fossa	脚間窩	きゃくかんか
FMA83840	BP9168	nucleus of brain	nucleus of brain	nucleus of brain
FMA83854	BP6561	stria of neuraxis	stria of neuraxis	stria of neuraxis
FMA83856	BP6556	lamina of neuraxis	lamina of neuraxis	lamina of neuraxis
FMA83857	BP6567	brachium of neuraxis	brachium of neuraxis	brachium of neuraxis
FMA83860	BP6559	peduncle of neuraxis	peduncle of neuraxis	peduncle of neuraxis
FMA83865	BP6565	fornix of neuraxis	fornix of neuraxis	fornix of neuraxis
FMA83874	BP5668	gyrus of neuraxis	gyrus of neuraxis	gyrus of neuraxis
FMA83904	BP6579	septum of neuraxis	septum of neuraxis	septum of neuraxis
FMA83906	BP6550	commissure of neuraxis	commissure of neuraxis	commissure of neuraxis
FMA83912	BP6594	gray matter of diencephalon	gray matter of diencephalon	gray matter of diencephalon
FMA83915	BP6595	gray matter of hypothalamus	gray matter of hypothalamus	gray matter of hypothalamus
FMA83929	BP6554	white matter of neuraxis	白質	はくしつ
FMA83930	BP6572	white matter of telencephalon	white matter of telencephalon	white matter of telencephalon
FMA83966	BP5496	tentorium cerebelli	小脳テント	しょうのうてんと
FMA84054	BP6546	zone of neuraxis	zone of neuraxis	zone of neuraxis
FMA84059	BP6583	nuclear complex of neuraxis	nuclear complex of neuraxis	nuclear complex of neuraxis
FMA84081	BP5524	circumventricular organ of neuraxis	circumventricular organ of neuraxis	circumventricular organ of neuraxis
FMA84201	BP5435	secondary incisor tooth	secondary incisor tooth	secondary incisor tooth
FMA84203	BP5477	secondary canine tooth	secondary canine tooth	secondary canine tooth
FMA84207	BP5449	secondary molar tooth	secondary molar tooth	secondary molar tooth
FMA84881	BP6667	subdivision of subarachnoid space	subdivision of subarachnoid space	subdivision of subarachnoid space
FMA84926	BP6665	anatomical compartment space	anatomical compartment space	anatomical compartment space
FMA84953	BP6666	space of compartment of head	space of compartment of head	space of compartment of head
FMA85095	BP5990	proper palmar digital vein of little finger	proper palmar digital vein of little finger	proper palmar digital vein of little finger
FMA85096	BP5994	proper palmar digital vein of right index finger	proper palmar digital vein of right index finger	proper palmar digital vein of right index finger
FMA85097	BP5995	proper palmar digital vein of left index finger	proper palmar digital vein of left index finger	proper palmar digital vein of left index finger
FMA85098	BP5985	proper palmar digital vein of right middle finger	proper palmar digital vein of right middle finger	proper palmar digital vein of right middle finger
FMA85099	BP5986	proper palmar digital vein of left middle finger	proper palmar digital vein of left middle finger	proper palmar digital vein of left middle finger
FMA85100	BP5988	proper palmar digital vein of right ring finger	proper palmar digital vein of right ring finger	proper palmar digital vein of right ring finger
FMA85101	BP5989	proper palmar digital vein of left ring finger	proper palmar digital vein of left ring finger	proper palmar digital vein of left ring finger
FMA85102	BP5991	proper palmar digital vein of right little finger	proper palmar digital vein of right little finger	proper palmar digital vein of right little finger
FMA85103	BP5992	proper palmar digital vein of left little finger	proper palmar digital vein of left little finger	proper palmar digital vein of left little finger
FMA85107	BP6111	third common palmar digital artery	third common palmar digital artery	third common palmar digital artery
FMA85108	BP6114	fourth common palmar digital artery	fourth common palmar digital artery	fourth common palmar digital artery
FMA85109	BP6101	branch of first common palmar digital artery	branch of first common palmar digital artery	branch of first common palmar digital artery
FMA85110	BP6123	branch of second common palmar digital artery	branch of second common palmar digital artery	branch of second common palmar digital artery
FMA85111	BP6127	medial proper palmar digital artery of middle finger	medial proper palmar digital artery of middle finger	medial proper palmar digital artery of middle finger
FMA85112	BP6128	medial proper palmar digital artery of right middle finger	medial proper palmar digital artery of right middle finger	medial proper palmar digital artery of right middle finger
FMA85114	BP6124	lateral proper palmar digital artery of ring finger	lateral proper palmar digital artery of ring finger	lateral proper palmar digital artery of ring finger
FMA85115	BP6125	lateral proper palmar digital artery of right ring finger	lateral proper palmar digital artery of right ring finger	lateral proper palmar digital artery of right ring finger
FMA85116	BP6126	lateral proper palmar digital artery of left ring finger	lateral proper palmar digital artery of left ring finger	lateral proper palmar digital artery of left ring finger
FMA85117	BP6117	branch of third common palmar digital artery	branch of third common palmar digital artery	branch of third common palmar digital artery
FMA85118	BP6100	left first common palmar digital artery	left first common palmar digital artery	left first common palmar digital artery
FMA85119	BP6109	right second common palmar digital artery	right second common palmar digital artery	right second common palmar digital artery
FMA85120	BP6110	left second common palmar digital artery	left second common palmar digital artery	left second common palmar digital artery
FMA85121	BP6112	right third common palmar digital artery	right third common palmar digital artery	right third common palmar digital artery
FMA85122	BP6113	left third common palmar digital artery	left third common palmar digital artery	left third common palmar digital artery
FMA85123	BP6115	right fourth common palmar digital artery	right fourth common palmar digital artery	right fourth common palmar digital artery
FMA85124	BP6116	left fourth common palmar digital artery	left fourth common palmar digital artery	left fourth common palmar digital artery
FMA85453	BP7942	head of muscle organ	筋頭	きんとう
FMA86020	BP6206	subdivision of transverse cervical artery	subdivision of transverse cervical artery	subdivision of transverse cervical artery
FMA86033	BP9019	opponens digiti minimi of foot	小趾対立筋;足の小指対立筋	しょうしたいりつきん;あしのしょうしたいりつきん
FMA86034	BP5046	opponens digiti minimi of right foot	opponens digiti minimi of right foot	opponens digiti minimi of right foot
FMA86035	BP9018	opponens digiti minimi of left foot	opponens digiti minimi of left foot	opponens digiti minimi of left foot
FMA86103	BP7818	region of organ component	region of organ component	region of organ component
FMA86127	BP9136	branch of posterior choroidal artery	branch of posterior choroidal artery	branch of posterior choroidal artery
FMA86140	BP7770	organ segment	organ segment	organ segment
FMA86187	BP7768	segment of arterial tree organ	segment of arterial tree organ	segment of arterial tree organ
FMA86188	BP7844	segment of venous tree organ	segment of venous tree organ	segment of venous tree organ
FMA86195	BP5757	segment of lacrimal duct	segment of lacrimal duct	segment of lacrimal duct
FMA86212	BP7817	region of wall of heart	region of wall of heart	region of wall of heart
FMA86254	BP6017	segment of systemic artery	segment of systemic artery	segment of systemic artery
FMA86256	BP10250	segment of arterial trunk	segment of arterial trunk	segment of arterial trunk
FMA86340	BP7665	superior segmental branch of right renal artery	superior segmental branch of right renal artery	superior segmental branch of right renal artery
FMA86341	BP7677	superior segmental branch of left renal artery	superior segmental branch of left renal artery	superior segmental branch of left renal artery
FMA86346	BP7668	inferior segmental branch of right renal artery	inferior segmental branch of right renal artery	inferior segmental branch of right renal artery
FMA86347	BP7675	inferior segmental branch of left renal artery	inferior segmental branch of left renal artery	inferior segmental branch of left renal artery
FMA86348	BP7670	posterior segmental branch of right renal artery	posterior segmental branch of right renal artery	posterior segmental branch of right renal artery
FMA86349	BP7678	posterior segmental branch of left renal artery	posterior segmental branch of left renal artery	posterior segmental branch of left renal artery
FMA86375	BP8190	ligament organ component	ligament organ component	ligament organ component
FMA86464	BP6576	corpus callosum	脳梁	のうりょう
FMA86565	BP8575	region of papillary muscle of left ventricle	region of papillary muscle of left ventricle	region of papillary muscle of left ventricle
FMA86566	BP8574	region of lateral papillary muscle of left ventricle	region of lateral papillary muscle of left ventricle	region of lateral papillary muscle of left ventricle
FMA87217	BP6004	descending thoracic aorta	descending thoracic aorta	descending thoracic aorta
FMA87218	BP8222	trunk of coronary artery	trunk of coronary artery	trunk of coronary artery
